Level,Date and Time,Source,Event ID,Task Category, Description
Information,2023/04/02 17:43:40,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:43:40.696
ProcessGuid: {22a2695c-403c-6429-35e9-000000006e00}
ProcessId: 5636
Image: C:\Windows\System32\conhost.exe
User: DESKTOP-61BPDT0\iniad"
Information,2023/04/02 17:43:40,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:43:40.692
ProcessGuid: {22a2695c-403c-6429-36e9-000000006e00}
ProcessId: 8560
Image: C:\Program Files\Splunk\bin\splunk-optimize.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:43:40,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:43:40.692
ProcessGuid: {22a2695c-403c-6429-34e9-000000006e00}
ProcessId: 26200
Image: C:\Windows\System32\lxss\wslhost.exe
User: DESKTOP-61BPDT0\iniad"
Information,2023/04/02 17:43:40,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:43:40.683
ProcessGuid: {22a2695c-403c-6429-33e9-000000006e00}
ProcessId: 13708
Image: C:\Windows\System32\wsl.exe
User: DESKTOP-61BPDT0\iniad"
Information,2023/04/02 17:43:40,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:43:40.678
ProcessGuid: {22a2695c-403c-6429-36e9-000000006e00}
ProcessId: 8560
Image: C:\Program Files\Splunk\bin\splunk-optimize.exe
FileVersion: 9.0.4.1
Description: splunk-optimize
Product: splunk Application
Company: Splunk Inc.
OriginalFileName: splunk-optimize.exe
CommandLine: splunk-optimize -d ""C:\Program Files\Splunk\var\lib\splunk\audit\db\hot_v1_1"" -x 18013756416 --log-to--splunkd-log --write-level 3 --tsidx-target-size 1572864000 --msidx-comp-block-size 1024
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {22a2695c-0147-6428-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=090AB6E27522C5B37069983CDBB2F55248153A3FD9602DF223134ACBD59FD742
ParentProcessGuid: {00000000-0000-0000-0000-000000000000}
ParentProcessId: 4840
ParentImage: -
ParentCommandLine: -
ParentUser: -"
Information,2023/04/02 17:43:40,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:43:40.596
ProcessGuid: {22a2695c-403c-6429-35e9-000000006e00}
ProcessId: 5636
Image: C:\Windows\System32\conhost.exe
FileVersion: 10.0.19041.2546 (WinBuild.160101.0800)
Description: Console Window Host
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: CONHOST.EXE
CommandLine: \??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1
CurrentDirectory: C:\WINDOWS
User: DESKTOP-61BPDT0\iniad
LogonGuid: {22a2695c-014a-6428-81ce-030000000000}
LogonId: 0x3CE81
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: SHA256=A26A1FFB81A61281FFA55CB7778CC3FB0FF981704DE49F75F51F18B283FBA7A2
ParentProcessGuid: {22a2695c-403c-6429-34e9-000000006e00}
ParentProcessId: 26200
ParentImage: C:\Windows\System32\lxss\wslhost.exe
ParentCommandLine: C:\WINDOWS\system32\lxss\wslhost.exe {95147f4a-eee3-4770-bd10-0bb18962c0ea} 784 804 808 {1bd0db17-f179-4a8d-ab5a-afeaeb38f5d5}
ParentUser: DESKTOP-61BPDT0\iniad"
Information,2023/04/02 17:43:40,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:43:40.592
ProcessGuid: {22a2695c-403c-6429-34e9-000000006e00}
ProcessId: 26200
Image: C:\Windows\System32\lxss\wslhost.exe
FileVersion: 10.0.19041.2311 (WinBuild.160101.0800)
Description: Microsoft Windows Subsystem for Linux Background Host
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: wslhost.exe
CommandLine: C:\WINDOWS\system32\lxss\wslhost.exe {95147f4a-eee3-4770-bd10-0bb18962c0ea} 784 804 808 {1bd0db17-f179-4a8d-ab5a-afeaeb38f5d5}
CurrentDirectory: C:\Users\iniad\AppData\Roaming\Docker\
User: DESKTOP-61BPDT0\iniad
LogonGuid: {22a2695c-014a-6428-81ce-030000000000}
LogonId: 0x3CE81
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: SHA256=D9E607F64643812EDB102CE26AF0BB0E9BEB180E44F0F28F791941BF2208CA78
ParentProcessGuid: {22a2695c-403c-6429-33e9-000000006e00}
ParentProcessId: 13708
ParentImage: C:\Windows\System32\wsl.exe
ParentCommandLine: C:\WINDOWS\system32\wsl.exe  -d docker-desktop cat /proc/stat
ParentUser: DESKTOP-61BPDT0\iniad"
Information,2023/04/02 17:43:40,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:43:40.543
ProcessGuid: {22a2695c-403c-6429-33e9-000000006e00}
ProcessId: 13708
Image: C:\Windows\System32\wsl.exe
FileVersion: 10.0.19041.2311 (WinBuild.160101.0800)
Description: Microsoft Windows Subsystem for Linux Launcher
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: wsl.exe
CommandLine: C:\WINDOWS\system32\wsl.exe  -d docker-desktop cat /proc/stat
CurrentDirectory: C:\Users\iniad\AppData\Roaming\Docker\
User: DESKTOP-61BPDT0\iniad
LogonGuid: {22a2695c-014a-6428-81ce-030000000000}
LogonId: 0x3CE81
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: SHA256=070F414025D984C0799A616B459FEBC99EBC7B6F9D6C3B76E0D4E2E1F22266C2
ParentProcessGuid: {22a2695c-2190-6429-055d-000000006e00}
ParentProcessId: 16796
ParentImage: C:\Program Files\Docker\Docker\resources\com.docker.backend.exe
ParentCommandLine: ""C:\Program Files\Docker\Docker\resources\com.docker.backend.exe"" -addr unix:\\.\pipe\dockerBackendApiServer -native-api
ParentUser: DESKTOP-61BPDT0\iniad"
Information,2023/04/02 17:43:39,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:43:39.540
ProcessGuid: {22a2695c-403b-6429-32e9-000000006e00}
ProcessId: 22980
Image: C:\Windows\System32\conhost.exe
User: DESKTOP-61BPDT0\iniad"
Information,2023/04/02 17:43:39,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:43:39.536
ProcessGuid: {22a2695c-403b-6429-31e9-000000006e00}
ProcessId: 3084
Image: C:\Windows\System32\lxss\wslhost.exe
User: DESKTOP-61BPDT0\iniad"
Information,2023/04/02 17:43:39,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:43:39.530
ProcessGuid: {22a2695c-403b-6429-30e9-000000006e00}
ProcessId: 26772
Image: C:\Windows\System32\wsl.exe
User: DESKTOP-61BPDT0\iniad"
Information,2023/04/02 17:43:39,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:43:39.454
ProcessGuid: {22a2695c-403b-6429-32e9-000000006e00}
ProcessId: 22980
Image: C:\Windows\System32\conhost.exe
FileVersion: 10.0.19041.2546 (WinBuild.160101.0800)
Description: Console Window Host
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: CONHOST.EXE
CommandLine: \??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1
CurrentDirectory: C:\WINDOWS
User: DESKTOP-61BPDT0\iniad
LogonGuid: {22a2695c-014a-6428-81ce-030000000000}
LogonId: 0x3CE81
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: SHA256=A26A1FFB81A61281FFA55CB7778CC3FB0FF981704DE49F75F51F18B283FBA7A2
ParentProcessGuid: {22a2695c-403b-6429-31e9-000000006e00}
ParentProcessId: 3084
ParentImage: C:\Windows\System32\lxss\wslhost.exe
ParentCommandLine: C:\WINDOWS\system32\lxss\wslhost.exe {95147f4a-eee3-4770-bd10-0bb18962c0ea} 796 700 704 {1bd0db17-f179-4a8d-ab5a-afeaeb38f5d5}
ParentUser: DESKTOP-61BPDT0\iniad"
Information,2023/04/02 17:43:39,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:43:39.450
ProcessGuid: {22a2695c-403b-6429-31e9-000000006e00}
ProcessId: 3084
Image: C:\Windows\System32\lxss\wslhost.exe
FileVersion: 10.0.19041.2311 (WinBuild.160101.0800)
Description: Microsoft Windows Subsystem for Linux Background Host
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: wslhost.exe
CommandLine: C:\WINDOWS\system32\lxss\wslhost.exe {95147f4a-eee3-4770-bd10-0bb18962c0ea} 796 700 704 {1bd0db17-f179-4a8d-ab5a-afeaeb38f5d5}
CurrentDirectory: C:\Users\iniad\AppData\Roaming\Docker\
User: DESKTOP-61BPDT0\iniad
LogonGuid: {22a2695c-014a-6428-81ce-030000000000}
LogonId: 0x3CE81
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: SHA256=D9E607F64643812EDB102CE26AF0BB0E9BEB180E44F0F28F791941BF2208CA78
ParentProcessGuid: {22a2695c-403b-6429-30e9-000000006e00}
ParentProcessId: 26772
ParentImage: C:\Windows\System32\wsl.exe
ParentCommandLine: C:\WINDOWS\system32\wsl.exe  -d docker-desktop cat /proc/stat
ParentUser: DESKTOP-61BPDT0\iniad"
Information,2023/04/02 17:43:39,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:43:39.395
ProcessGuid: {22a2695c-403b-6429-2fe9-000000006e00}
ProcessId: 18380
Image: C:\Windows\System32\conhost.exe
User: DESKTOP-61BPDT0\iniad"
Information,2023/04/02 17:43:39,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:43:39.391
ProcessGuid: {22a2695c-403b-6429-2ee9-000000006e00}
ProcessId: 25240
Image: C:\Windows\System32\lxss\wslhost.exe
User: DESKTOP-61BPDT0\iniad"
Information,2023/04/02 17:43:39,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:43:39.389
ProcessGuid: {22a2695c-403b-6429-30e9-000000006e00}
ProcessId: 26772
Image: C:\Windows\System32\wsl.exe
FileVersion: 10.0.19041.2311 (WinBuild.160101.0800)
Description: Microsoft Windows Subsystem for Linux Launcher
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: wsl.exe
CommandLine: C:\WINDOWS\system32\wsl.exe  -d docker-desktop cat /proc/stat
CurrentDirectory: C:\Users\iniad\AppData\Roaming\Docker\
User: DESKTOP-61BPDT0\iniad
LogonGuid: {22a2695c-014a-6428-81ce-030000000000}
LogonId: 0x3CE81
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: SHA256=070F414025D984C0799A616B459FEBC99EBC7B6F9D6C3B76E0D4E2E1F22266C2
ParentProcessGuid: {22a2695c-2190-6429-055d-000000006e00}
ParentProcessId: 16796
ParentImage: C:\Program Files\Docker\Docker\resources\com.docker.backend.exe
ParentCommandLine: ""C:\Program Files\Docker\Docker\resources\com.docker.backend.exe"" -addr unix:\\.\pipe\dockerBackendApiServer -native-api
ParentUser: DESKTOP-61BPDT0\iniad"
Information,2023/04/02 17:43:39,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:43:39.382
ProcessGuid: {22a2695c-403b-6429-2de9-000000006e00}
ProcessId: 7408
Image: C:\Windows\System32\wsl.exe
User: DESKTOP-61BPDT0\iniad"
Information,2023/04/02 17:43:39,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:43:39.274
ProcessGuid: {22a2695c-403b-6429-2fe9-000000006e00}
ProcessId: 18380
Image: C:\Windows\System32\conhost.exe
FileVersion: 10.0.19041.2546 (WinBuild.160101.0800)
Description: Console Window Host
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: CONHOST.EXE
CommandLine: \??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1
CurrentDirectory: C:\WINDOWS
User: DESKTOP-61BPDT0\iniad
LogonGuid: {22a2695c-014a-6428-81ce-030000000000}
LogonId: 0x3CE81
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: SHA256=A26A1FFB81A61281FFA55CB7778CC3FB0FF981704DE49F75F51F18B283FBA7A2
ParentProcessGuid: {22a2695c-403b-6429-2ee9-000000006e00}
ParentProcessId: 25240
ParentImage: C:\Windows\System32\lxss\wslhost.exe
ParentCommandLine: C:\WINDOWS\system32\lxss\wslhost.exe {95147f4a-eee3-4770-bd10-0bb18962c0ea} 784 804 808 {1bd0db17-f179-4a8d-ab5a-afeaeb38f5d5}
ParentUser: DESKTOP-61BPDT0\iniad"
Information,2023/04/02 17:43:39,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:43:39.269
ProcessGuid: {22a2695c-403b-6429-2ee9-000000006e00}
ProcessId: 25240
Image: C:\Windows\System32\lxss\wslhost.exe
FileVersion: 10.0.19041.2311 (WinBuild.160101.0800)
Description: Microsoft Windows Subsystem for Linux Background Host
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: wslhost.exe
CommandLine: C:\WINDOWS\system32\lxss\wslhost.exe {95147f4a-eee3-4770-bd10-0bb18962c0ea} 784 804 808 {1bd0db17-f179-4a8d-ab5a-afeaeb38f5d5}
CurrentDirectory: C:\Users\iniad\AppData\Roaming\Docker\
User: DESKTOP-61BPDT0\iniad
LogonGuid: {22a2695c-014a-6428-81ce-030000000000}
LogonId: 0x3CE81
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: SHA256=D9E607F64643812EDB102CE26AF0BB0E9BEB180E44F0F28F791941BF2208CA78
ParentProcessGuid: {22a2695c-403b-6429-2de9-000000006e00}
ParentProcessId: 7408
ParentImage: C:\Windows\System32\wsl.exe
ParentCommandLine: C:\WINDOWS\system32\wsl.exe  -d docker-desktop cat /proc/meminfo
ParentUser: DESKTOP-61BPDT0\iniad"
Information,2023/04/02 17:43:39,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:43:39.210
ProcessGuid: {22a2695c-403b-6429-2de9-000000006e00}
ProcessId: 7408
Image: C:\Windows\System32\wsl.exe
FileVersion: 10.0.19041.2311 (WinBuild.160101.0800)
Description: Microsoft Windows Subsystem for Linux Launcher
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: wsl.exe
CommandLine: C:\WINDOWS\system32\wsl.exe  -d docker-desktop cat /proc/meminfo
CurrentDirectory: C:\Users\iniad\AppData\Roaming\Docker\
User: DESKTOP-61BPDT0\iniad
LogonGuid: {22a2695c-014a-6428-81ce-030000000000}
LogonId: 0x3CE81
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: SHA256=070F414025D984C0799A616B459FEBC99EBC7B6F9D6C3B76E0D4E2E1F22266C2
ParentProcessGuid: {22a2695c-2190-6429-055d-000000006e00}
ParentProcessId: 16796
ParentImage: C:\Program Files\Docker\Docker\resources\com.docker.backend.exe
ParentCommandLine: ""C:\Program Files\Docker\Docker\resources\com.docker.backend.exe"" -addr unix:\\.\pipe\dockerBackendApiServer -native-api
ParentUser: DESKTOP-61BPDT0\iniad"
Information,2023/04/02 17:43:38,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:43:38.927
ProcessGuid: {22a2695c-4038-6429-15e9-000000006e00}
ProcessId: 25124
Image: C:\Program Files\Splunk\bin\python3.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:43:38,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:43:38.769
ProcessGuid: {22a2695c-403a-6429-2ae9-000000006e00}
ProcessId: 23580
Image: C:\Program Files\Splunk\bin\splunk.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:43:38,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:43:38.768
ProcessGuid: {22a2695c-403a-6429-2be9-000000006e00}
ProcessId: 26916
Image: C:\Program Files\Splunk\bin\btool.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:43:38,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:43:38.764
ProcessGuid: {22a2695c-403a-6429-2ce9-000000006e00}
ProcessId: 23076
Image: C:\Program Files\Splunk\bin\splunkd.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:43:38,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:43:38.516
ProcessGuid: {22a2695c-403a-6429-2ce9-000000006e00}
ProcessId: 23076
Image: C:\Program Files\Splunk\bin\splunkd.exe
FileVersion: 9.0.4.1
Description: splunkd service
Product: splunk Application
Company: Splunk Inc.
OriginalFileName: splunkd.exe
CommandLine: ""C:\Program Files\Splunk\bin\SplunkD.EXE"" btool web list
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {22a2695c-0147-6428-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=DDC68D8B83CE3833A4DCCCD17EAD4CF9D0517B64BFC681EA7C74108EF606C3E4
ParentProcessGuid: {22a2695c-403a-6429-2be9-000000006e00}
ParentProcessId: 26916
ParentImage: C:\Program Files\Splunk\bin\btool.exe
ParentCommandLine: btool web list
ParentUser: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:43:38,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:43:38.506
ProcessGuid: {22a2695c-403a-6429-2be9-000000006e00}
ProcessId: 26916
Image: C:\Program Files\Splunk\bin\btool.exe
FileVersion: 9.0.4.1
Description: btool
Product: splunk Application
Company: Splunk Inc.
OriginalFileName: btool.exe
CommandLine: btool web list
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {22a2695c-0147-6428-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=84FDBDECB36A65AA09F3BB79E68C79C1571AC4F1A94056B2A24D42928A8083DB
ParentProcessGuid: {22a2695c-403a-6429-2ae9-000000006e00}
ParentProcessId: 23580
ParentImage: C:\Program Files\Splunk\bin\splunk.exe
ParentCommandLine: ""C:\Program Files\Splunk\bin\splunk"" cmd btool web list
ParentUser: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:43:38,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:43:38.495
ProcessGuid: {22a2695c-403a-6429-2ae9-000000006e00}
ProcessId: 23580
Image: C:\Program Files\Splunk\bin\splunk.exe
FileVersion: 9.0.4.1
Description: splunk Application
Product: splunk Application
Company: Splunk Inc.
OriginalFileName: splunk.exe
CommandLine: ""C:\Program Files\Splunk\bin\splunk"" cmd btool web list
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {22a2695c-0147-6428-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=25E3FC615BC21AB798B3CCF76A7B9332458C7384B96C84BD150FB69F514429B1
ParentProcessGuid: {22a2695c-4038-6429-15e9-000000006e00}
ParentProcessId: 25124
ParentImage: C:\Program Files\Splunk\bin\python3.exe
ParentCommandLine: ""C:\Program Files\Splunk\bin\Python3.exe"" ""C:\Program Files\Splunk\etc\apps\splunk_secure_gateway\bin\ssg_enable_modular_input.py""
ParentUser: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:43:38,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:43:38.488
ProcessGuid: {22a2695c-403a-6429-27e9-000000006e00}
ProcessId: 13012
Image: C:\Program Files\Splunk\bin\splunk.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:43:38,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:43:38.486
ProcessGuid: {22a2695c-403a-6429-28e9-000000006e00}
ProcessId: 26384
Image: C:\Program Files\Splunk\bin\btool.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:43:38,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2023-04-02 08:43:38.481
ProcessGuid: {22a2695c-403a-6429-29e9-000000006e00}
ProcessId: 14452
Image: C:\Program Files\Splunk\bin\splunkd.exe
User: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:43:38,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:43:38.222
ProcessGuid: {22a2695c-403a-6429-29e9-000000006e00}
ProcessId: 14452
Image: C:\Program Files\Splunk\bin\splunkd.exe
FileVersion: 9.0.4.1
Description: splunkd service
Product: splunk Application
Company: Splunk Inc.
OriginalFileName: splunkd.exe
CommandLine: ""C:\Program Files\Splunk\bin\SplunkD.EXE"" btool server list
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {22a2695c-0147-6428-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=DDC68D8B83CE3833A4DCCCD17EAD4CF9D0517B64BFC681EA7C74108EF606C3E4
ParentProcessGuid: {22a2695c-403a-6429-28e9-000000006e00}
ParentProcessId: 26384
ParentImage: C:\Program Files\Splunk\bin\btool.exe
ParentCommandLine: btool server list
ParentUser: NT AUTHORITY\SYSTEM"
Information,2023/04/02 17:43:38,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: -
UtcTime: 2023-04-02 08:43:38.213
ProcessGuid: {22a2695c-403a-6429-28e9-000000006e00}
ProcessId: 26384
Image: C:\Program Files\Splunk\bin\btool.exe
FileVersion: 9.0.4.1
Description: btool
Product: splunk Application
Company: Splunk Inc.
OriginalFileName: btool.exe
CommandLine: btool server list
CurrentDirectory: C:\WINDOWS\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {22a2695c-0147-6428-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA256=84FDBDECB36A65AA09F3BB79E68C79C1571AC4F1A94056B2A24D42928A8083DB
ParentProcessGuid: {22a2695c-403a-6429-27e9-000000006e00}
ParentProcessId: 13012
ParentImage: C:\Program Files\Splunk\bin\splunk.exe
ParentCommandLine: ""C:\Program Files\Splunk\bin\splunk"" cmd btool server list
ParentUser: NT AUTHORITY\SYSTEM"
